payment_id,order_id,payment_date,payment_method,payment_status,amount_paid_gbp,refund_amount_gbp
2024,2024,2025-10-02 00:00:00,Apple Pay,Paid,29.55,0.0
2025,2025,2024-07-15 05:00:00,Buy Now Pay Later,Paid,297.47,0.0
2026,2026,2024-10-12 11:00:00,Google Pay,Paid,165.34,0.0
2027,2027,2025-11-21 11:00:00,Buy Now Pay Later,Paid,319.99,0.0
2028,2028,2024-07-22 15:00:00,,Paid,104.42,0.0
2029,2029,2025-03-16 08:00:00,Apple Pay,Paid,391.76,0.0
2030,2030,2025-11-29 21:00:00,Buy Now Pay Later,Paid,52.99,0.0
2031,2031,2024-12-13 20:00:00,Card,Paid,235.4,0.0
2032,2032,2024-12-08 23:00:00,Buy Now Pay Later,Paid,34.31,0.0
2033,2033,2024-10-21 07:00:00,Buy Now Pay Later,Paid,246.0,0.0
2034,2034,2024-11-06 21:00:00,Apple Pay,Paid,522.69,0.0
2035,2035,2024-01-08 00:00:00,PayPal,Paid,108.23,0.0
2036,2036,2025-05-27 17:00:00,PayPal,Paid,159.84,0.0
2037,2037,2024-05-26 11:00:00,PayPal,Paid,361.65,0.0
2038,2038,2024-04-02 04:00:00,Buy Now Pay Later,Failed,0.0,0.0
2039,2039,2025-11-29 16:00:00,Buy Now Pay Later,Paid,302.3,0.0
2040,2040,2025-11-08 17:00:00,Apple Pay,Paid,440.45,0.0
2041,2041,2024-04-24 15:00:00,PayPal,Paid,122.61,0.0
2042,2042,2024-07-28 06:00:00,Apple Pay,Paid,225.47,0.0
2043,2043,2024-07-26 23:00:00,Google Pay,Paid,272.15,0.0
2044,2044,2025-01-30 12:00:00,Apple Pay,Paid,473.96,0.0
2045,2045,2025-02-12 18:00:00,Apple Pay,Paid,153.83,0.0
2046,2046,2024-05-11 19:00:00,Apple Pay,Paid,130.19,0.0
2047,2047,2025-12-12 13:00:00,Card,Refunded,188.5,188.5
2048,2048,2024-07-15 02:00:00,Apple Pay,Paid,220.97,6.24
2049,2049,2024-01-18 13:00:00,Apple Pay,Paid,249.04,0.0
2050,2050,2024-08-08 04:00:00,Buy Now Pay Later,Paid,60.26,0.0
2051,2051,2025-09-28 01:00:00,Card,Paid,176.23,0.0
2052,2052,2025-03-04 18:00:00,Google Pay,Paid,158.59,0.0
2053,2053,2024-09-13 15:00:00,Google Pay,Paid,57.6,0.0
2054,2054,2025-01-10 08:00:00,Buy Now Pay Later,Paid,120.19,0.0
2055,2055,2025-05-14 01:00:00,Apple Pay,Paid,415.24,0.0
2056,2056,2025-01-13 06:00:00,Apple Pay,Paid,273.72,0.0
2057,2057,2024-07-01 09:00:00,Card,Failed,0.0,0.0
2058,2058,2024-02-13 19:00:00,Card,Paid,165.18,0.0
2059,2059,2025-03-22 18:00:00,Google Pay,Paid,82.04,0.0
2060,2060,2025-12-17 09:00:00,Buy Now Pay Later,Paid,49.98,0.0
2061,2061,2025-09-17 15:00:00,PayPal,Paid,174.29,0.0
2062,2062,2024-07-13 12:00:00,Apple Pay,Paid,51.59,0.0
2063,2063,2025-02-15 10:00:00,Apple Pay,Paid,245.76,8.94
2064,2064,2024-01-31 14:00:00,PayPal,Paid,430.22,0.0
2065,2065,2025-11-17 15:00:00,Apple Pay,Paid,284.61,0.0
2066,2066,2024-07-09 10:00:00,Apple Pay,Paid,208.19,0.0
2067,2067,2025-09-28 08:00:00,Card,Paid,345.39,0.0
2068,2068,2024-09-11 13:00:00,Google Pay,Paid,177.93,0.0
2069,2069,2025-03-07 14:00:00,Buy Now Pay Later,Paid,327.82,0.0
2070,2070,2024-10-22 18:00:00,Apple Pay,Paid,157.32,0.0
2071,2071,2024-05-11 20:00:00,Buy Now Pay Later,Paid,100.3,0.0
2072,2072,2024-11-20 01:00:00,Apple Pay,Paid,188.19,0.0
2073,2073,2024-12-22 18:00:00,Card,Paid,141.73,0.0
2074,2074,2025-04-30 23:00:00,Card,Paid,18.69,0.0
2075,2075,2025-01-12 08:00:00,PayPal,Paid,564.01,0.0
2076,2076,2024-05-30 00:00:00,Google Pay,Paid,174.29,0.0
2077,2077,2025-04-14 16:00:00,Apple Pay,Paid,122.22,0.0
2078,2078,2025-12-10 15:00:00,Buy Now Pay Later,Paid,65.1,0.0
2079,2079,2024-12-10 10:00:00,Card,Paid,163.7,0.0
2080,2080,2025-07-02 10:00:00,Card,Paid,195.14,0.0
2081,2081,2024-10-30 02:00:00,PayPal,Paid,141.03,0.0
2082,2082,2025-08-04 00:00:00,Apple Pay,Paid,262.74,0.0
2083,2083,2025-08-21 06:00:00,PayPal,Paid,222.96,0.0
2084,2084,2024-01-23 10:00:00,Buy Now Pay Later,Paid,278.32,0.0
2085,2085,2025-05-28 06:00:00,Buy Now Pay Later,Paid,149.27,0.0
2086,2086,2025-03-06 03:00:00,Apple Pay,Paid,150.02,0.0
2087,2087,2025-11-05 08:00:00,PayPal,Paid,463.77,0.0
2088,2088,2025-05-08 07:00:00,Card,Paid,212.11,0.0
2089,2089,2025-12-23 18:00:00,Card,Paid,146.68,0.0
2090,2090,2024-12-01 08:00:00,Card,Paid,50.73,0.0
2091,2091,2024-02-29 01:00:00,Card,Paid,29.62,0.0
2092,2092,2025-03-21 17:00:00,Buy Now Pay Later,Paid,139.96,0.0
2093,2093,2024-12-05 12:00:00,PayPal,Paid,210.29,0.0
2094,2094,2025-08-20 00:00:00,PayPal,Paid,183.39,0.0
2095,2095,2024-07-09 10:00:00,Google Pay,Paid,88.46,0.0
2096,2096,2024-03-13 14:00:00,Card,Paid,156.25,10.41
2097,2097,2025-07-27 11:00:00,Google Pay,Refunded,111.14,111.14
2098,2098,2024-12-04 19:00:00,Apple Pay,Paid,34.92,0.0
2099,2099,2025-12-02 22:00:00,Google Pay,Refunded,16.47,16.47
2100,2100,2025-09-25 13:00:00,Apple Pay,Paid,209.27,0.0
2101,2101,2025-05-06 21:00:00,Card,Paid,149.56,0.0
2102,2102,2025-06-22 12:00:00,Apple Pay,Paid,1015.85,0.0
2103,2103,2024-02-28 22:00:00,PayPal,Paid,526.35,0.0
2104,2104,2025-05-10 02:00:00,Card,Paid,478.3,0.0
2105,2105,2025-06-11 14:00:00,PayPal,Paid,477.94,0.0
2106,2106,2025-11-22 08:00:00,Google Pay,Partially Refunded,358.05,178.82
2107,2107,2025-12-06 13:00:00,Buy Now Pay Later,Paid,64.95,8.6
2108,2108,2024-12-06 11:00:00,Buy Now Pay Later,Paid,420.91,0.0
2109,2109,2025-06-15 19:00:00,PayPal,Refunded,142.26,142.26
2110,2110,2024-11-22 23:00:00,PayPal,Paid,305.16,0.0
2111,2111,2024-05-15 15:00:00,Apple Pay,Paid,90.58,0.0
2112,2112,2024-02-01 21:00:00,Buy Now Pay Later,Paid,15.57,0.0
2113,2113,2025-05-11 04:00:00,Google Pay,Paid,158.09,0.0
2114,2114,2024-01-31 22:00:00,Buy Now Pay Later,Paid,38.62,0.0
2115,2115,2024-09-27 16:00:00,PayPal,Paid,52.14,0.0
2116,2116,2024-10-28 08:00:00,Buy Now Pay Later,Paid,235.83,0.0
2117,2117,2025-09-29 11:00:00,Google Pay,Paid,382.09,0.0
2118,2118,2024-12-25 08:00:00,Google Pay,Paid,163.94,0.0
2119,2119,2025-05-10 15:00:00,PayPal,Paid,1522.36,0.0
2120,2120,2024-11-12 00:00:00,Card,Paid,234.53,0.0
2121,2121,2024-01-06 15:00:00,Buy Now Pay Later,Paid,372.09,0.0
2122,2122,2025-11-12 07:00:00,PayPal,Paid,56.78,0.0
2123,2123,2024-07-14 16:00:00,PayPal,Paid,109.2,0.0
2124,2124,2024-07-19 00:00:00,Card,Paid,515.92,0.0
2125,2125,2024-07-25 09:00:00,Apple Pay,Failed,0.0,0.0
2126,2126,2025-03-10 04:00:00,PayPal,Paid,594.37,0.0
2127,2127,2025-04-01 01:00:00,Buy Now Pay Later,Paid,135.19,0.0
2128,2128,2024-05-26 12:00:00,Apple Pay,Paid,595.89,0.0
2129,2129,2024-09-16 10:00:00,Card,Paid,64.23,0.0
2130,2130,2024-09-13 05:00:00,Card,Paid,57.94,0.0
2131,2131,2025-01-28 16:00:00,Card,Paid,77.77,0.0
2132,2132,2025-11-29 19:00:00,Google Pay,Paid,181.99,0.0
2133,2133,2024-01-28 02:00:00,Buy Now Pay Later,Paid,94.38,0.0
2134,2134,2025-11-18 13:00:00,Buy Now Pay Later,Paid,81.78,0.0
2135,2135,2024-02-16 06:00:00,Apple Pay,Paid,133.35,0.0
2136,2136,2025-03-03 04:00:00,Apple Pay,Partially Refunded,76.65,50.0
2137,2137,2025-03-30 23:00:00,Apple Pay,Paid,335.47,0.0
2138,2138,2025-02-13 03:00:00,Apple Pay,Paid,89.95,0.0
2139,2139,2025-12-23 02:00:00,Apple Pay,Paid,284.45,0.0
2140,2140,2024-03-02 20:00:00,Card,Failed,0.0,0.0
2141,2141,2025-02-15 15:00:00,Card,Paid,223.85,0.0
2142,2142,2025-01-24 19:00:00,Apple Pay,Paid,58.59,0.0
2143,2143,2024-12-07 19:00:00,Buy Now Pay Later,Paid,115.74,0.0
2144,2144,2024-09-10 15:00:00,PayPal,Paid,12.74,0.0
2145,2145,2025-05-11 07:00:00,Apple Pay,Failed,0.0,0.0
2146,2146,2025-05-04 11:00:00,Buy Now Pay Later,Paid,377.28,0.0
2147,2147,2024-04-17 00:00:00,Apple Pay,Paid,256.98,0.0
2148,2148,2025-07-23 16:00:00,Buy Now Pay Later,Paid,206.65,0.0
2149,2149,2025-07-24 06:00:00,PayPal,Paid,298.76,0.0
2150,2150,2025-11-20 01:00:00,PayPal,Failed,0.0,0.0
2151,2151,2024-09-28 00:00:00,Google Pay,Paid,39.45,0.0
2152,2152,2025-11-12 10:00:00,Apple Pay,Paid,246.17,0.0
2153,2153,2024-01-10 23:00:00,Apple Pay,Paid,120.66,0.0
2154,2154,2025-01-27 16:00:00,PayPal,Paid,19.57,0.0
2155,2155,2025-07-15 18:00:00,PayPal,Paid,264.78,0.0
2156,2156,2025-08-14 18:00:00,Google Pay,Paid,34.03,0.0
2157,2157,2025-01-25 03:00:00,Card,Paid,158.6,0.0
2158,2158,2024-02-19 03:00:00,Google Pay,Paid,25.09,0.0
2159,2159,2025-11-23 09:00:00,Buy Now Pay Later,Paid,150.85,0.0
2160,2160,2025-03-11 01:00:00,Google Pay,Failed,0.0,0.0
2161,2161,2025-10-08 13:00:00,Card,Paid,101.59,0.0
2162,2162,2025-05-14 09:00:00,PayPal,Paid,329.16,0.0
2163,2163,2025-11-22 09:00:00,Card,Paid,302.52,0.0
2164,2164,2025-09-19 22:00:00,Google Pay,Paid,52.33,0.0
2165,2165,2024-11-22 21:00:00,Google Pay,Paid,233.08,0.0
2166,2166,2024-05-14 12:00:00,PayPal,Paid,265.73,0.0
2167,2167,2025-05-31 23:00:00,PayPal,Paid,198.23,0.0
2168,2168,2025-01-18 11:00:00,Google Pay,Paid,86.67,0.0
2169,2169,2025-11-28 01:00:00,Card,Paid,86.69,0.0
2170,2170,2025-03-20 22:00:00,Buy Now Pay Later,Paid,286.51,0.0
2171,2171,2025-04-11 07:00:00,Apple Pay,Paid,543.71,0.0
2172,2172,2024-10-09 17:00:00,Card,Paid,463.04,0.0
2173,2173,2025-10-18 17:00:00,Google Pay,Paid,475.76,0.0
2174,2174,2025-09-25 16:00:00,Google Pay,Paid,221.82,0.0
2175,2175,2025-05-19 20:00:00,Card,Paid,238.01,0.0
2176,2176,2024-06-01 17:00:00,Apple Pay,Paid,23.71,0.0
2177,2177,2024-11-26 07:00:00,Card,Paid,454.6,0.0
2178,2178,2025-05-30 10:00:00,Google Pay,Failed,0.0,0.0
2179,2179,2024-06-16 15:00:00,Card,Paid,45.36,0.0
2180,2180,2025-09-19 05:00:00,Buy Now Pay Later,Paid,678.27,0.0
2181,2181,2025-02-20 18:00:00,Apple Pay,Paid,454.48,0.0
2182,2182,2025-03-13 23:00:00,Google Pay,Failed,0.0,0.0
2183,2183,2025-07-06 00:00:00,Card,Paid,204.7,0.0
2184,2184,2025-10-29 21:00:00,Apple Pay,Paid,156.0,0.0
2185,2185,2024-08-25 00:00:00,PayPal,Paid,186.72,0.0
2186,2186,2024-07-26 03:00:00,Apple Pay,Paid,297.36,0.0
2187,2187,2024-09-24 09:00:00,Buy Now Pay Later,Paid,528.96,9.37
2188,2188,2025-08-26 03:00:00,Google Pay,Paid,1124.13,0.0
2189,2189,2025-09-12 14:00:00,Apple Pay,Paid,70.65,0.0
2190,2190,2025-12-21 14:00:00,Card,Paid,89.99,0.0
2191,2191,2024-01-15 03:00:00,Buy Now Pay Later,Paid,284.73,0.0
2192,2192,2025-03-10 08:00:00,Apple Pay,Paid,383.04,0.0
2193,2193,2025-06-15 16:00:00,Apple Pay,Paid,167.82,0.0
2194,2194,2024-05-28 09:00:00,PayPal,Paid,46.93,0.0
2195,2195,2024-08-10 13:00:00,Apple Pay,Paid,220.74,0.0
2196,2196,2025-09-25 09:00:00,Card,Refunded,254.21,254.21
2197,2197,2024-08-01 03:00:00,Google Pay,Paid,744.29,0.0
2198,2198,2025-07-01 03:00:00,Apple Pay,Paid,161.13,0.0
2199,2199,2024-02-03 21:00:00,Apple Pay,Paid,418.75,0.0
2200,2200,2024-05-13 05:00:00,PayPal,Paid,130.95,0.0
2201,2201,2024-02-22 18:00:00,Buy Now Pay Later,Paid,48.14,0.0
2202,2202,2024-03-27 07:00:00,PayPal,Paid,93.16,11.69
2203,2203,2024-02-12 08:00:00,PayPal,Paid,222.04,0.0
2204,2204,2025-06-09 11:00:00,PayPal,Paid,287.94,0.0
2205,2205,2025-06-22 11:00:00,Apple Pay,Paid,79.33,0.0
2206,2206,2024-09-13 11:00:00,Buy Now Pay Later,Paid,92.48,0.0
2207,2207,2025-07-17 03:00:00,Buy Now Pay Later,Paid,37.21,0.0
2208,2208,2025-07-17 01:00:00,Apple Pay,Paid,97.59,0.0
2209,2209,2024-02-17 06:00:00,PayPal,Paid,190.3,0.0
2210,2210,2024-05-30 22:00:00,PayPal,Paid,147.1,0.0
2211,2211,2024-06-01 03:00:00,PayPal,Paid,617.07,0.0
2212,2212,2024-01-09 18:00:00,Buy Now Pay Later,Paid,422.17,0.0
2213,2213,2024-12-19 16:00:00,Apple Pay,Paid,324.5,0.0
2214,2214,2024-10-04 03:00:00,Buy Now Pay Later,Paid,344.96,0.0
2215,2215,2024-08-12 18:00:00,Apple Pay,Paid,85.4,0.0
2216,2216,2024-05-24 02:00:00,Buy Now Pay Later,Paid,342.53,0.0
2217,2217,2025-12-11 16:00:00,Card,Paid,179.77,0.0
2218,2218,2025-07-11 16:00:00,Card,Paid,95.56,0.0
2219,2219,2025-04-20 15:00:00,Apple Pay,Failed,0.0,0.0
2220,2220,2025-05-08 11:00:00,Apple Pay,Paid,92.91,0.0
2221,2221,2025-04-03 16:00:00,Buy Now Pay Later,Paid,273.01,0.0
2222,2222,2024-08-25 08:00:00,PayPal,Paid,234.57,0.0
2223,2223,2024-01-08 11:00:00,Buy Now Pay Later,Paid,260.87,0.0
2224,2224,2024-05-14 05:00:00,PayPal,Paid,71.48,0.0
2225,2225,2024-11-01 15:00:00,Buy Now Pay Later,Paid,19.88,0.0
2226,2226,2025-06-05 03:00:00,Buy Now Pay Later,Paid,457.77,0.0
2227,2227,2024-09-06 10:00:00,Apple Pay,Paid,184.72,0.0
2228,2228,2024-09-09 23:00:00,Buy Now Pay Later,Paid,118.55,0.0
2229,2229,2024-04-16 02:00:00,PayPal,Paid,728.26,0.0
2230,2230,2024-02-29 14:00:00,Google Pay,Paid,151.15,0.0
2231,2231,2025-10-07 16:00:00,Card,Paid,49.76,0.0
2232,2232,2025-05-11 07:00:00,Google Pay,Paid,241.9,0.0
2233,2233,2024-05-24 08:00:00,Google Pay,Failed,0.0,0.0
2234,2234,2024-12-05 13:00:00,Card,Paid,7.43,0.0
2235,2235,2024-01-29 13:00:00,PayPal,Paid,56.21,0.0
2236,2236,2024-12-15 04:00:00,Google Pay,Paid,156.41,0.0
2237,2237,2024-10-01 02:00:00,PayPal,Paid,30.21,0.0
2238,2238,2024-03-27 05:00:00,Card,Paid,58.79,0.0
2239,2239,2025-02-28 01:00:00,Card,Paid,53.03,0.0
2240,2240,2024-03-04 00:00:00,Buy Now Pay Later,Paid,148.54,0.0
2241,2241,2025-12-22 11:00:00,Card,Refunded,74.43,74.43
2242,2242,2025-06-16 11:00:00,Apple Pay,Paid,318.25,0.0
2243,2243,2025-03-14 15:00:00,Card,Paid,93.23,0.0
2244,2244,2024-06-15 04:00:00,Apple Pay,Paid,369.34,0.0
2245,2245,2025-09-29 05:00:00,PayPal,Paid,131.02,0.0
2246,2246,2024-12-07 08:00:00,PayPal,Paid,211.5,0.0
2247,2247,2024-07-11 14:00:00,PayPal,Paid,71.63,0.0
2248,2248,2025-06-18 02:00:00,PayPal,Paid,76.53,0.0
2249,2249,2024-11-23 11:00:00,Card,Refunded,92.06,92.06
2250,2250,2024-05-01 21:00:00,PayPal,Paid,130.98,0.0
2251,2251,2025-12-19 01:00:00,PayPal,Refunded,199.9,199.9
2252,2252,2025-04-14 14:00:00,Buy Now Pay Later,Paid,116.57,0.0
2253,2253,2024-06-03 05:00:00,Apple Pay,Paid,283.85,0.0
2254,2254,2025-01-11 07:00:00,Buy Now Pay Later,Paid,194.2,0.0
2255,2255,2025-04-01 08:00:00,Apple Pay,Paid,111.99,0.0
2256,2256,2025-07-03 10:00:00,PayPal,Paid,95.97,0.0
2257,2257,2025-06-06 19:00:00,Card,Paid,111.59,0.0
2258,2258,2024-04-22 03:00:00,Buy Now Pay Later,Paid,71.2,0.0
2259,2259,2024-10-15 02:00:00,Buy Now Pay Later,Paid,266.04,0.0
2260,2260,2025-11-01 09:00:00,PayPal,Paid,212.89,0.0
2261,2261,2024-03-20 17:00:00,PayPal,Paid,165.86,0.0
2262,2262,2024-09-29 22:00:00,Google Pay,Paid,32.41,0.0
2263,2263,2025-09-15 17:00:00,Google Pay,Paid,258.91,0.0
2264,2264,2024-04-14 23:00:00,Google Pay,Paid,309.12,0.0
2265,2265,2024-07-26 21:00:00,Google Pay,Paid,855.35,0.0
2266,2266,2024-07-30 22:00:00,PayPal,Paid,240.48,0.0
2267,2267,2025-04-24 10:00:00,Apple Pay,Paid,431.19,0.0
2268,2268,2024-08-03 18:00:00,Card,Paid,57.09,0.0
2269,2269,2024-12-05 12:00:00,Google Pay,Paid,116.65,0.0
2270,2270,2024-04-10 01:00:00,Buy Now Pay Later,Paid,356.68,0.0
2271,2271,2024-06-20 21:00:00,Google Pay,Paid,277.67,0.0
2272,2272,2024-06-09 12:00:00,Apple Pay,Failed,0.0,0.0
2273,2273,2025-08-15 11:00:00,Card,Paid,151.32,0.0
2274,2274,2025-10-12 10:00:00,Google Pay,Failed,0.0,0.0
2275,2275,2024-12-23 18:00:00,PayPal,Paid,605.69,0.0
2276,2276,2025-11-30 19:00:00,Apple Pay,Paid,50.2,0.0
2277,2277,2024-07-15 05:00:00,PayPal,Paid,103.44,0.0
2278,2278,2024-10-12 03:00:00,Buy Now Pay Later,Paid,136.74,0.0
2279,2279,2024-08-30 06:00:00,Google Pay,Paid,351.36,0.0
2280,2280,2024-12-14 18:00:00,Card,Paid,60.51,0.0
2281,2281,2025-01-07 08:00:00,PayPal,Paid,305.26,0.0
2282,2282,2025-02-17 08:00:00,Google Pay,Paid,297.87,0.0
2283,2283,2025-09-01 15:00:00,PayPal,Paid,350.02,0.0
2284,2284,2025-03-01 07:00:00,Buy Now Pay Later,Paid,58.02,0.0
2285,2285,2024-04-11 11:00:00,Apple Pay,Paid,397.53,0.0
2286,2286,2025-02-08 10:00:00,Card,Paid,419.6,0.0
2287,2287,2025-01-20 09:00:00,Google Pay,Paid,52.74,0.0
2288,2288,2025-10-16 16:00:00,Card,Paid,70.19,0.0
2289,2289,2024-05-19 12:00:00,Google Pay,Failed,0.0,0.0
2290,2290,2024-12-16 23:00:00,PayPal,Paid,31.16,0.0
2291,2291,2024-11-07 08:00:00,Google Pay,Paid,104.23,0.0
2292,2292,2025-02-09 13:00:00,Buy Now Pay Later,Paid,94.96,0.0
2293,2293,2025-07-03 16:00:00,Apple Pay,Paid,142.45,0.0
2294,2294,2025-12-08 05:00:00,Apple Pay,Paid,160.64,0.0
2295,2295,2024-09-06 12:00:00,,Paid,302.88,0.0
2296,2296,2025-06-30 23:00:00,Buy Now Pay Later,Paid,174.16,0.0
2297,2297,2024-08-16 16:00:00,Google Pay,Paid,26.33,0.0
2298,2298,2024-12-14 00:00:00,Card,Paid,491.73,0.0
2299,2299,2024-01-05 11:00:00,Google Pay,Paid,79.13,0.0
2300,2300,2025-04-22 12:00:00,Google Pay,Refunded,399.84,399.84
2301,2301,2024-12-15 11:00:00,Buy Now Pay Later,Paid,53.34,0.0
2302,2302,2025-04-24 06:00:00,PayPal,Paid,41.27,0.0
2303,2303,2024-12-30 20:00:00,Card,Paid,294.14,0.0
2304,2304,2024-09-24 02:00:00,Card,Paid,114.38,0.0
2305,2305,2025-10-26 14:00:00,Apple Pay,Paid,55.36,0.0
2306,2306,2024-01-17 14:00:00,Card,Paid,320.03,0.0
2307,2307,2025-12-07 22:00:00,PayPal,Paid,125.84,0.0
2308,2308,2024-11-12 12:00:00,PayPal,Paid,150.62,0.0
2309,2309,2025-04-22 01:00:00,Google Pay,Paid,807.25,0.0
2310,2310,2025-04-30 20:00:00,Card,Paid,186.27,0.0
2311,2311,2024-06-29 04:00:00,Buy Now Pay Later,Refunded,428.88,428.88
2312,2312,2025-05-16 13:00:00,Apple Pay,Paid,100.96,0.0
2313,2313,2025-10-24 03:00:00,Card,Paid,35.57,0.0
2314,2314,2024-05-10 03:00:00,PayPal,Paid,214.01,0.0
2315,2315,2024-11-10 23:00:00,Card,Paid,423.0,0.0
2316,2316,2025-08-06 22:00:00,Google Pay,Paid,18.38,0.0
2317,2317,2024-03-17 01:00:00,Buy Now Pay Later,Paid,118.12,0.0
2318,2318,2025-08-17 07:00:00,Card,Paid,137.96,0.0
2319,2319,2025-07-07 11:00:00,Google Pay,Paid,326.13,0.0
2320,2320,2024-12-15 20:00:00,Buy Now Pay Later,Paid,153.24,0.0
2321,2321,2025-02-24 10:00:00,Google Pay,Paid,101.17,0.0
2322,2322,2024-01-13 11:00:00,Google Pay,Paid,225.74,0.0
2323,2323,2025-06-25 01:00:00,PayPal,Paid,108.73,0.0
2324,2324,2025-08-31 20:00:00,PayPal,Paid,13.5,0.0
2325,2325,2025-05-23 21:00:00,PayPal,Paid,92.49,0.0
2326,2326,2025-10-28 17:00:00,Card,Paid,288.97,0.0
2327,2327,2024-07-05 10:00:00,PayPal,Paid,150.75,0.0
2328,2328,2024-05-20 14:00:00,Google Pay,Paid,277.15,0.0
2329,2329,2025-07-24 05:00:00,Apple Pay,Paid,120.76,0.0
2330,2330,2025-12-22 09:00:00,Google Pay,Paid,122.82,0.0
2331,2331,2024-01-12 17:00:00,Google Pay,Paid,17.7,0.0
2332,2332,2024-03-25 21:00:00,Apple Pay,Paid,245.44,0.0
2333,2333,2025-03-08 06:00:00,Buy Now Pay Later,Paid,395.37,0.0
2334,2334,2024-06-04 05:00:00,PayPal,Paid,349.8,0.0
2335,2335,2025-09-04 20:00:00,Apple Pay,Paid,692.08,0.0
2336,2336,2024-06-20 09:00:00,Google Pay,Paid,40.06,0.0
2337,2337,2025-08-29 21:00:00,Google Pay,Paid,259.48,0.0
2338,2338,2024-01-07 06:00:00,Card,Paid,74.24,0.0
2339,2339,2025-03-05 02:00:00,Apple Pay,Paid,645.35,0.0
2340,2340,2024-10-12 18:00:00,Google Pay,Refunded,111.82,111.82
2341,2341,2024-05-21 05:00:00,Buy Now Pay Later,Paid,424.25,0.0
2342,2342,2024-05-27 20:00:00,PayPal,Paid,242.48,0.0
2343,2343,2024-09-11 14:00:00,PayPal,Paid,79.57,0.0
2344,2344,2025-02-05 00:00:00,Buy Now Pay Later,Paid,81.05,0.0
2345,2345,2025-12-17 08:00:00,Google Pay,Paid,185.19,0.0
2346,2346,2025-12-07 17:00:00,Apple Pay,Paid,47.19,0.0
2347,2347,2025-03-23 01:00:00,Buy Now Pay Later,Refunded,10.23,10.23
2348,2348,2024-10-23 17:00:00,Card,Paid,49.53,0.0
2349,2349,2024-05-11 16:00:00,Card,Paid,195.76,0.0
2350,2350,2025-07-30 23:00:00,PayPal,Paid,220.21,0.0
2351,2351,2024-12-23 01:00:00,Card,Paid,490.98,0.0
2352,2352,2024-09-15 06:00:00,Google Pay,Paid,1026.15,0.0
2353,2353,2024-11-11 16:00:00,PayPal,Paid,222.5,0.0
2354,2354,2025-10-08 14:00:00,Card,Paid,282.19,0.0
2355,2355,2024-03-10 12:00:00,PayPal,Paid,114.5,0.0
2356,2356,2025-03-12 11:00:00,Buy Now Pay Later,Paid,8.72,0.0
2357,2357,2024-05-19 14:00:00,PayPal,Paid,218.07,0.0
2358,2358,2024-04-26 23:00:00,Card,Paid,231.74,0.0
2359,2359,2025-05-25 05:00:00,Google Pay,Paid,633.8,0.0
2360,2360,2025-09-23 19:00:00,PayPal,Paid,803.04,0.0
2361,2361,2025-09-09 06:00:00,Apple Pay,Refunded,319.3,319.3
2362,2362,2024-05-22 17:00:00,Google Pay,Paid,283.68,0.0
2363,2363,2025-05-25 12:00:00,Card,Paid,321.37,0.0
2364,2364,2024-01-16 13:00:00,Buy Now Pay Later,Failed,0.0,0.0
2365,2365,2024-12-04 16:00:00,Apple Pay,Paid,206.38,0.0
2366,2366,2024-08-11 05:00:00,PayPal,Paid,364.77,0.0
2367,2367,2025-06-21 06:00:00,PayPal,Paid,225.07,0.0
2368,2368,2024-09-21 23:00:00,Card,Paid,275.98,0.0
2369,2369,2025-06-19 08:00:00,Buy Now Pay Later,Paid,555.61,0.0
2370,2370,2025-12-03 18:00:00,Apple Pay,Paid,280.55,0.0
2371,2371,2025-05-31 18:00:00,Buy Now Pay Later,Paid,391.79,0.0
2372,2372,2025-12-06 15:00:00,Card,Paid,135.52,0.0
2373,2373,2025-02-22 01:00:00,PayPal,Paid,367.77,0.0
2374,2374,2025-03-23 18:00:00,PayPal,Paid,200.02,0.0
2375,2375,2025-11-21 15:00:00,Google Pay,Paid,96.16,0.0
2376,2376,2025-07-25 20:00:00,Google Pay,Partially Refunded,294.46,74.4
2377,2377,2024-05-26 09:00:00,Buy Now Pay Later,Paid,320.38,0.0
2378,2378,2025-01-01 05:00:00,Buy Now Pay Later,Paid,1034.04,0.0
2379,2379,2025-11-12 03:00:00,Google Pay,Paid,367.09,0.0
2380,2380,2024-07-17 07:00:00,,Failed,0.0,15.68
2381,2381,2024-02-03 05:00:00,Apple Pay,Paid,236.3,0.0
2382,2382,2025-10-10 05:00:00,Apple Pay,Paid,411.9,0.0
2383,2383,2024-11-28 17:00:00,Apple Pay,Paid,205.24,0.0
2384,2384,2024-10-31 20:00:00,Card,Paid,34.33,0.0
2385,2385,2024-09-03 11:00:00,Card,Paid,149.66,0.0
2386,2386,2024-09-22 15:00:00,PayPal,Paid,480.4,0.0
2387,2387,2024-05-07 02:00:00,Card,Paid,159.19,0.0
2388,2388,2024-09-12 04:00:00,Card,Paid,102.29,0.0
2389,2389,2024-11-17 07:00:00,Card,Paid,102.59,0.0
2390,2390,2025-12-10 22:00:00,Card,Paid,499.61,0.0
2391,2391,2024-03-20 13:00:00,Card,Paid,209.45,0.0
2392,2392,2025-06-14 06:00:00,PayPal,Paid,149.58,0.0
2393,2393,2025-04-10 20:00:00,Card,Paid,136.93,0.0
2394,2394,2025-06-03 06:00:00,PayPal,Paid,68.21,0.0
2395,2395,2024-12-31 11:00:00,Card,Paid,114.44,0.0
2396,2396,2025-08-19 23:00:00,Buy Now Pay Later,Paid,49.24,0.0
