shipment_id,order_id,carrier,shipped_date,delivered_date,delivery_service,shipment_status
1870,1956,Evri,2024-09-13,2024-09-16,Standard,In Transit
1871,1957,DPD,2025-10-25,2025-10-26,Standard,Delivered
1872,1958,DPD,2026-01-03,2026-01-04,Standard,Delayed
1873,1960,DPD,2025-01-06,2025-01-07,Next Day,Delivered
1874,1961,Yodel,2025-04-08,2025-04-09,Standard,Delivered
1875,1962,Yodel,2024-06-26,2024-06-27,Next Day,Delayed
1876,1963,Evri,2025-02-06,2025-02-08,Standard,Delivered
1877,1964,Yodel,2024-06-26,2024-06-27,Click & Collect,Delivered
1878,1965,Yodel,2025-04-04,,Next Day,In Transit
1879,1966,Evri,2024-04-01,2024-04-02,Click & Collect,Delivered
1880,1967,Evri,2024-12-15,2024-12-16,Standard,Delayed
1881,1968,Royal Mail,2024-10-27,2024-10-28,Next Day,Delivered
1882,1969,Royal Mail,2025-06-15,2025-06-16,Next Day,Delayed
1883,1970,Evri,2024-11-05,2024-11-07,Standard,Delayed
1884,1971,DPD,2025-06-26,2025-06-28,Click & Collect,Delivered
1885,1972,Evri,2024-05-02,2024-05-04,Next Day,Delivered
1886,1973,Royal Mail,2025-11-19,2025-11-20,Standard,Delivered
1887,1974,Yodel,2024-08-14,2024-08-15,Next Day,Delivered
1888,1975,Evri,2025-07-18,2025-07-21,Next Day,Delivered
1889,1976,Evri,2025-07-24,2025-07-25,Standard,Delivered
1890,1977,Yodel,2024-12-04,,Click & Collect,Delivered
1891,1978,Yodel,2025-01-05,2025-01-09,Standard,Delivered
1892,1979,Royal Mail,2025-12-13,2025-12-14,Click & Collect,Delivered
1893,1980,Royal Mail,2025-12-05,2025-12-06,Next Day,Delayed
1894,1981,DPD,2025-11-22,2025-11-24,Next Day,Delivered
1895,1982,Evri,2025-04-17,2025-04-18,Next Day,Delivered
1896,1984,Evri,2025-12-28,2025-12-31,Standard,Delayed
1897,1985,Evri,2024-04-03,,Next Day,Delivered
1898,1986,DPD,2024-07-25,2024-07-28,Click & Collect,Delayed
1899,1987,Evri,2024-04-28,2024-04-29,Next Day,Delayed
1900,1988,DPD,2025-08-26,2025-08-27,Next Day,Delivered
1901,1989,Royal Mail,2024-02-09,2024-02-10,Standard,Delivered
1902,1990,Evri,2024-04-05,2024-04-06,Next Day,Lost
1903,1991,DPD,2025-09-16,2025-09-17,Click & Collect,Delivered
1904,1992,DPD,2025-05-27,2025-05-29,Click & Collect,Delivered
1905,1993,DPD,2024-04-10,,Standard,Delayed
1906,1994,Evri,2025-11-12,2025-11-16,Click & Collect,Delayed
1907,1995,Yodel,2024-11-27,2024-11-30,Next Day,Delivered
1908,1996,Royal Mail,2024-09-28,2024-09-29,Standard,Delivered
1909,1997,DPD,2024-08-10,2024-08-11,Standard,Delivered
1910,1998,Royal Mail,2025-02-16,2025-02-19,Next Day,Delivered
1911,1999,Yodel,2024-09-12,2024-09-13,Next Day,Delivered
1912,2000,DPD,2024-11-04,2024-11-05,Click & Collect,Delivered
1913,2001,Yodel,2024-12-02,2024-12-03,Next Day,Delivered
1914,2002,Yodel,2024-05-24,2024-05-27,Next Day,Delivered
1915,2003,Evri,2024-11-23,,Standard,Delivered
1916,2004,DPD,2024-12-12,2024-12-13,Click & Collect,In Transit
1917,2005,Evri,2024-03-03,,Next Day,Delivered
1918,2006,Yodel,2024-09-03,2024-09-04,Click & Collect,In Transit
1919,2007,DPD,2024-03-28,2024-03-29,Click & Collect,Delayed
1920,2008,DPD,2024-08-17,2024-08-18,Click & Collect,Delivered
1921,2009,DPD,2024-12-12,2024-12-15,Click & Collect,In Transit
1922,2010,Royal Mail,2024-11-27,2024-11-28,Standard,Delivered
1923,2011,Evri,2025-09-29,2025-09-30,Standard,Delivered
1924,2012,Evri,2024-03-03,2024-03-05,Standard,Delivered
1925,2013,DPD,2024-12-02,2024-12-03,Click & Collect,Delivered
1926,2014,Royal Mail,2024-07-23,2024-07-24,Click & Collect,Delivered
1927,2015,DPD,2025-11-02,2025-11-03,Standard,Delivered
1928,2016,Yodel,2025-03-26,2025-03-27,Standard,Delivered
1929,2017,DPD,2024-07-24,2024-07-25,Click & Collect,Delivered
1930,2018,Evri,2024-02-03,2024-02-04,Next Day,Delivered
1931,2019,Evri,2025-08-11,2025-08-13,Standard,Delivered
1932,2020,Yodel,2024-01-14,2024-01-15,Standard,Delivered
1933,2021,Yodel,2025-01-07,2025-01-08,Standard,Delayed
1934,2022,Yodel,2025-12-17,2025-12-18,Click & Collect,Delivered
1935,2023,DPD,2024-03-11,2024-03-13,Click & Collect,Delivered
1936,2024,DPD,2025-10-08,2025-10-09,Click & Collect,Delivered
1937,2025,DPD,2024-07-15,2024-07-17,Click & Collect,Delivered
1938,2026,Royal Mail,2024-10-15,2024-10-16,Next Day,Delivered
1939,2027,Yodel,2025-11-21,,Next Day,Delivered
1940,2028,Evri,2024-07-24,2024-07-25,Standard,Delayed
1941,2029,Royal Mail,2025-03-18,2025-03-19,Next Day,Delayed
1942,2030,Evri,2025-12-01,2025-12-05,Standard,In Transit
1943,2031,Evri,2024-12-13,,Standard,Delivered
1944,2032,DPD,2024-12-07,2024-12-08,Next Day,In Transit
1945,2033,Yodel,2024-10-22,,Standard,Delayed
1946,2034,Evri,2024-11-06,2024-11-07,Click & Collect,Delivered
1947,2035,DPD,2024-01-10,2024-01-11,Standard,Delayed
1948,2036,Yodel,2025-06-02,,Standard,Delayed
1949,2037,Evri,2024-05-28,2024-05-30,Next Day,In Transit
1950,2038,Yodel,2024-04-03,,Click & Collect,Delivered
1951,2039,Yodel,2025-11-29,2025-11-30,Click & Collect,Delayed
1952,2040,Evri,2025-11-09,2025-11-11,Next Day,Delivered
1953,2041,DPD,2024-04-25,2024-04-27,Next Day,Delivered
1954,2042,Yodel,2024-08-05,2024-08-07,Click & Collect,Delivered
1955,2043,Royal Mail,2024-07-28,2024-07-31,Next Day,Delivered
1956,2044,Evri,2025-02-01,2025-02-02,Next Day,Delivered
1957,2045,Royal Mail,2025-02-18,2025-02-19,Click & Collect,Delivered
1958,2046,DPD,2024-05-15,,Next Day,Delivered
1959,2048,Yodel,2024-07-17,2024-07-20,Next Day,Delivered
1960,2049,Evri,2024-01-24,2024-01-25,Standard,Delivered
1961,2050,Yodel,2024-08-11,2024-08-12,Next Day,Delivered
1962,2051,Royal Mail,2025-10-02,2025-10-04,Standard,Delivered
1963,2052,Yodel,2025-03-05,2025-03-08,Standard,Delivered
1964,2053,Evri,2024-09-12,2024-09-13,Next Day,Delivered
1965,2054,Yodel,2025-01-10,2025-01-11,Standard,Delayed
1966,2055,DPD,2025-05-21,2025-05-22,Click & Collect,Delayed
1967,2056,Yodel,2025-01-14,2025-01-18,Next Day,Delivered
1968,2057,Yodel,2024-06-30,2024-07-01,Standard,Delivered
1969,2058,DPD,2024-02-13,2024-02-15,Click & Collect,Delayed
1970,2059,Evri,2025-03-25,2025-03-28,Standard,Delivered
1971,2060,Royal Mail,2025-12-18,2025-12-19,Next Day,Delivered
1972,2061,DPD,2025-09-18,2025-09-19,Click & Collect,Delivered
1973,2062,DPD,2024-07-15,2024-07-17,Click & Collect,Delayed
1974,2063,DPD,2025-02-18,2025-02-20,Next Day,Delivered
1975,2064,Evri,2024-02-01,2024-02-06,Next Day,Delivered
1976,2065,DPD,2025-11-19,2025-11-21,Standard,Delayed
1977,2066,DPD,2024-07-10,2024-07-11,Click & Collect,Delivered
1978,2067,Yodel,2025-09-28,2025-10-01,Next Day,Delayed
1979,2068,Yodel,2024-09-20,2024-09-21,Standard,Delivered
1980,2069,Royal Mail,2025-03-07,2025-03-08,Click & Collect,In Transit
1981,2070,Royal Mail,2024-10-23,2024-10-26,Click & Collect,Delivered
1982,2071,DPD,2024-05-13,2024-05-16,Click & Collect,Delivered
1983,2072,Royal Mail,2024-11-21,,Click & Collect,In Transit
1984,2073,Royal Mail,2024-12-25,2024-12-26,Click & Collect,Delivered
1985,2074,Yodel,2025-04-29,2025-04-30,Click & Collect,Delayed
1986,2075,Royal Mail,2025-01-20,2025-01-21,Click & Collect,Delivered
1987,2076,DPD,2024-06-03,2024-06-05,Next Day,Delivered
1988,2077,Royal Mail,2025-04-14,2025-04-15,Standard,Delivered
1989,2078,DPD,2025-12-14,2025-12-16,Next Day,Delivered
1990,2079,Yodel,2024-12-14,2024-12-15,Standard,Delivered
1991,2080,Evri,2025-07-06,2025-07-07,Next Day,Delivered
1992,2081,DPD,2024-10-31,2024-11-04,Click & Collect,Delivered
1993,2082,Evri,2025-08-03,2025-08-04,Standard,Delayed
1994,2083,Evri,2025-08-28,2025-08-31,Next Day,Delivered
1995,2084,Royal Mail,2024-01-26,2024-01-27,Standard,Delivered
1996,2085,DPD,2025-05-30,2025-06-02,Standard,Delayed
1997,2086,DPD,2025-03-07,2025-03-08,Standard,Delivered
1998,2087,Yodel,2025-11-07,2025-11-08,Next Day,Delivered
1999,2088,Evri,2025-05-09,2025-05-12,Next Day,Delivered
2000,2089,Yodel,2025-12-24,2025-12-28,Standard,Delivered
2001,2090,Yodel,2024-12-04,2024-12-07,Next Day,Delivered
2002,2091,Evri,2024-02-29,2024-03-01,Click & Collect,Delivered
2003,2092,Royal Mail,2025-03-24,2025-03-25,Standard,Lost
2004,2093,Royal Mail,2024-12-10,2024-12-13,Next Day,Delivered
2005,2094,Evri,2025-08-27,2025-08-30,Standard,Delivered
2006,2095,DPD,2024-07-10,2024-07-13,Click & Collect,Delayed
2007,2096,Yodel,2024-03-15,2024-03-16,Standard,In Transit
2008,2098,DPD,2024-12-07,2024-12-08,Next Day,Delivered
2009,2100,Evri,2025-09-29,2025-10-02,Click & Collect,Delivered
2010,2101,DPD,2025-05-07,,Click & Collect,Delayed
2011,2102,Royal Mail,2025-06-25,2025-06-26,Standard,Delivered
2012,2103,Evri,2024-03-04,2024-03-05,Click & Collect,Delivered
2013,2104,Evri,2025-05-11,2025-05-14,Click & Collect,Delivered
2014,2105,Evri,2025-06-14,2025-06-15,Click & Collect,Delivered
2015,2106,Royal Mail,2025-11-23,2025-11-26,Standard,Delivered
2016,2107,Yodel,2025-12-16,2025-12-19,Standard,Delivered
2017,2108,Evri,2024-12-06,,Click & Collect,Delivered
2018,2109,DPD,2025-06-17,2025-06-18,Standard,Delivered
2019,2111,Yodel,2024-05-18,2024-05-19,Click & Collect,Delivered
2020,2112,DPD,2024-02-02,2024-02-03,Standard,Delivered
2021,2113,Royal Mail,2025-05-13,2025-05-14,Click & Collect,Delivered
2022,2114,Evri,2024-02-02,2024-02-03,Standard,Delivered
2023,2115,Royal Mail,2024-09-27,2024-09-29,Next Day,Delivered
2024,2117,Evri,2025-10-02,2025-10-03,Click & Collect,Delivered
2025,2118,Yodel,2024-12-26,2024-12-29,Next Day,Delivered
2026,2119,DPD,2025-05-10,2025-05-12,Click & Collect,Delivered
2027,2120,Yodel,2024-11-15,2024-11-16,Next Day,In Transit
2028,2121,Evri,2024-01-05,2024-01-08,Standard,Delayed
2029,2122,Evri,2025-11-14,2025-11-15,Standard,Delivered
2030,2123,Royal Mail,2024-07-16,2024-07-17,Click & Collect,Delayed
2031,2124,Yodel,2024-07-19,2024-07-21,Next Day,Delivered
2032,2126,DPD,2025-03-14,2025-03-15,Next Day,Delivered
2033,2127,DPD,2025-04-01,2025-04-02,Standard,Delivered
2034,2128,Yodel,2024-05-26,2024-05-28,Next Day,Delivered
2035,2129,Yodel,2024-09-18,2024-09-20,Click & Collect,Delivered
2036,2130,Evri,2024-09-13,,Standard,Delivered
2037,2131,Evri,2025-01-28,2025-01-30,Click & Collect,Delivered
2038,2132,DPD,2025-11-27,2025-12-01,Standard,Delivered
2039,2133,Yodel,2024-01-29,2024-01-31,Next Day,Delivered
2040,2134,Yodel,2025-11-18,2025-11-19,Next Day,Delayed
2041,2135,Yodel,2024-02-16,2024-02-17,Standard,Delivered
2042,2136,Evri,2025-03-05,2025-03-07,Next Day,Delayed
2043,2137,Yodel,2025-03-31,2025-04-01,Click & Collect,Delivered
2044,2138,DPD,2025-02-13,2025-02-14,Standard,Delivered
2045,2139,Yodel,2025-12-22,2025-12-24,Click & Collect,Delivered
2046,2140,Evri,2024-03-05,2024-03-07,Standard,Delivered
2047,2141,DPD,2025-02-16,2025-02-18,Standard,Delivered
2048,2142,DPD,2025-01-24,2025-01-26,Next Day,Delivered
2049,2143,Evri,2024-12-09,,Next Day,Delivered
2050,2144,Evri,2024-09-14,2024-09-15,Click & Collect,Delivered
2051,2145,Evri,2025-05-19,,Click & Collect,Delivered
2052,2146,Royal Mail,2025-05-04,2025-05-05,Click & Collect,Delivered
2053,2147,Evri,2024-04-20,2024-04-22,Click & Collect,Delivered
2054,2148,Evri,2025-07-26,2025-07-29,Next Day,Delivered
2055,2149,Evri,2025-07-27,,Click & Collect,In Transit
2056,2150,Yodel,2025-11-23,2025-11-25,Standard,In Transit
2057,2151,Yodel,2024-09-30,2024-10-01,Next Day,In Transit
2058,2152,Royal Mail,2025-11-13,2025-11-14,Standard,Delivered
2059,2153,DPD,2024-01-09,2024-01-11,Standard,In Transit
2060,2154,Yodel,2025-01-31,,Standard,Delivered
2061,2155,Yodel,2025-07-17,2025-07-18,Standard,Delivered
2062,2156,Yodel,2025-08-13,2025-08-15,Click & Collect,Delivered
2063,2157,Evri,2025-01-28,2025-01-29,Next Day,Delivered
2064,2158,Royal Mail,2024-02-27,2024-02-28,Click & Collect,Delayed
2065,2159,Evri,2025-11-25,2025-11-26,Standard,Delivered
2066,2160,Evri,2025-03-16,2025-03-17,Click & Collect,Delayed
2067,2161,DPD,2025-10-13,2025-10-14,Click & Collect,Delivered
2068,2162,Yodel,2025-05-16,2025-05-17,Next Day,Delivered
2069,2163,Yodel,2025-11-30,2025-12-02,Standard,Delivered
2070,2164,DPD,2025-09-20,2025-09-21,Standard,Delivered
2071,2165,Yodel,2024-11-21,,Click & Collect,Delivered
2072,2166,Yodel,2024-05-24,2024-05-25,Next Day,Delivered
2073,2167,Royal Mail,2025-06-11,2025-06-15,Standard,Delivered
2074,2168,Yodel,2025-01-21,2025-01-22,Next Day,Delivered
2075,2169,Royal Mail,2025-11-29,2025-11-30,Next Day,In Transit
2076,2170,DPD,2025-03-24,2025-03-28,Next Day,Delivered
2077,2171,DPD,2025-04-11,2025-04-12,Standard,Delivered
2078,2172,Royal Mail,2024-10-11,2024-10-12,Click & Collect,Delayed
2079,2173,Evri,2025-10-18,2025-10-20,Click & Collect,In Transit
2080,2174,Yodel,2025-09-29,2025-10-01,Click & Collect,In Transit
2081,2175,Royal Mail,2025-05-21,2025-05-23,Standard,Delivered
2082,2176,Yodel,2024-06-02,2024-06-04,Next Day,Delivered
2083,2177,DPD,2024-11-27,,Click & Collect,In Transit
2084,2178,Yodel,2025-05-30,,Click & Collect,Delivered
2085,2179,Yodel,2024-06-16,2024-06-17,Click & Collect,Delayed
2086,2180,Evri,2025-09-18,2025-09-21,Standard,Delayed
2087,2181,Royal Mail,2025-02-22,2025-02-24,Next Day,Delivered
2088,2183,Yodel,2025-07-09,2025-07-10,Next Day,In Transit
2089,2184,DPD,2025-10-29,2025-10-30,Next Day,Delivered
2090,2185,DPD,2024-09-04,2024-09-05,Next Day,Delivered
2091,2186,Evri,2024-07-26,2024-07-28,Standard,Delivered
2092,2187,DPD,2024-09-24,,Click & Collect,In Transit
2093,2188,DPD,2025-08-31,2025-09-03,Standard,Delivered
2094,2189,Evri,2025-09-12,2025-09-13,Next Day,Delivered
2095,2190,Yodel,2025-12-20,2025-12-23,Next Day,Delivered
2096,2191,Yodel,2024-01-24,2024-01-25,Click & Collect,In Transit
2097,2192,Yodel,2025-03-09,2025-03-11,Next Day,Delivered
2098,2193,Yodel,2025-06-16,2025-06-17,Next Day,Delivered
2099,2194,DPD,2024-05-31,2024-06-01,Standard,Delivered
2100,2195,DPD,2024-08-11,2024-08-14,Click & Collect,Delivered
2101,2196,Evri,2025-09-28,2025-09-30,Standard,Lost
2102,2197,DPD,2024-08-04,2024-08-05,Standard,Delivered
2103,2198,DPD,2025-07-02,2025-07-03,Next Day,Delayed
2104,2199,Royal Mail,2024-02-04,2024-02-05,Next Day,In Transit
2105,2200,Yodel,2024-05-15,2024-05-16,Standard,Delivered
2106,2201,Evri,2024-02-24,2024-02-28,Click & Collect,Delivered
2107,2202,Evri,2024-04-03,2024-04-05,Standard,Delivered
2108,2203,Yodel,2024-02-20,2024-02-21,Click & Collect,Delivered
2109,2204,Evri,2025-06-09,2025-06-11,Standard,Delivered
2110,2205,Evri,2025-06-26,2025-07-01,Standard,Delivered
2111,2206,Yodel,2024-09-13,2024-09-17,Next Day,Delivered
2112,2207,Evri,2025-07-20,2025-07-22,Next Day,Delivered
2113,2208,DPD,2025-07-19,2025-07-20,Next Day,In Transit
2114,2209,DPD,2024-02-20,2024-02-22,Click & Collect,Delivered
2115,2210,DPD,2024-05-31,,Click & Collect,Delivered
2116,2211,Evri,2024-06-08,2024-06-09,Standard,Delivered
2117,2212,Yodel,2024-01-15,2024-01-16,Click & Collect,Delivered
2118,2213,Royal Mail,2024-12-18,2024-12-20,Click & Collect,In Transit
2119,2214,Evri,2024-10-04,2024-10-05,Next Day,Delayed
2120,2215,Royal Mail,2024-08-12,2024-08-13,Next Day,Delivered
2121,2216,Yodel,2024-05-23,2024-05-24,Next Day,Delivered
2122,2217,Yodel,2025-12-13,,Click & Collect,In Transit
2123,2218,DPD,2025-07-18,2025-07-19,Next Day,Delivered
2124,2219,Royal Mail,2025-04-26,2025-04-28,Click & Collect,Delivered
2125,2220,DPD,2025-05-14,2025-05-16,Click & Collect,Delivered
2126,2221,Yodel,2025-04-05,2025-04-06,Next Day,In Transit
2127,2222,Yodel,2024-08-25,2024-08-26,Standard,Delivered
2128,2223,DPD,2024-01-07,2024-01-09,Next Day,Delivered
2129,2224,Yodel,2024-05-14,2024-05-16,Standard,In Transit
2130,2225,DPD,2024-11-09,2024-11-10,Standard,Delivered
2131,2226,Royal Mail,2025-06-06,,Click & Collect,Delivered
2132,2227,Royal Mail,2024-09-11,2024-09-12,Standard,Delivered
2133,2228,Royal Mail,2024-09-11,2024-09-13,Click & Collect,Delivered
2134,2229,Evri,2024-04-18,2024-04-19,Click & Collect,Delivered
2135,2230,Royal Mail,2024-03-03,2024-03-06,Next Day,Delivered
2136,2231,Yodel,2025-10-12,2025-10-13,Click & Collect,Lost
2137,2232,Yodel,2025-05-12,2025-05-15,Next Day,Delivered
2138,2233,Evri,2024-05-24,2024-05-25,Next Day,In Transit
2139,2234,DPD,2024-12-06,2024-12-08,Next Day,Delivered
2140,2235,Yodel,2024-01-30,2024-02-01,Next Day,Delivered
2141,2236,Royal Mail,2024-12-16,2024-12-19,Standard,In Transit
2142,2237,DPD,2024-10-04,2024-10-07,Click & Collect,Delivered
2143,2238,DPD,2024-03-27,2024-03-28,Next Day,Delivered
2144,2239,DPD,2025-03-04,2025-03-07,Standard,Delivered
2145,2240,Royal Mail,2024-03-09,2024-03-10,Click & Collect,Delivered
2146,2242,Royal Mail,2025-06-17,2025-06-21,Standard,Delivered
2147,2243,DPD,2025-03-18,2025-03-21,Next Day,Delivered
2148,2244,Royal Mail,2024-06-14,2024-06-16,Click & Collect,Delivered
2149,2245,Yodel,2025-10-01,2025-10-03,Standard,In Transit
2150,2246,DPD,2024-12-10,2024-12-11,Click & Collect,Delivered
2151,2247,Yodel,2024-07-17,2024-07-18,Click & Collect,Delivered
2152,2248,Yodel,2025-06-20,2025-06-21,Standard,Delivered
2153,2249,DPD,2024-11-23,2024-11-25,Click & Collect,Delivered
2154,2250,Royal Mail,2024-05-01,2024-05-03,Next Day,Delivered
2155,2252,Evri,2025-04-25,2025-04-26,Click & Collect,Delivered
2156,2253,Yodel,2024-06-05,2024-06-07,Click & Collect,Delivered
2157,2254,Yodel,2025-01-12,2025-01-15,Next Day,Delayed
2158,2255,Evri,2025-04-04,2025-04-05,Next Day,Delayed
2159,2256,Evri,2025-07-07,2025-07-08,Next Day,Delayed
2160,2257,Yodel,2025-06-04,2025-06-07,Click & Collect,Delivered
2161,2258,Royal Mail,2024-04-25,2024-04-26,Click & Collect,Delivered
2162,2259,Yodel,2024-10-16,2024-10-18,Click & Collect,Delivered
2163,2260,DPD,2025-11-05,2025-11-06,Next Day,Delivered
2164,2261,Yodel,2024-03-21,,Standard,Delivered
2165,2262,Yodel,2024-10-05,2024-10-08,Next Day,Delivered
2166,2263,Royal Mail,2025-09-18,2025-09-19,Next Day,In Transit
2167,2264,Yodel,2024-04-14,,Next Day,Delivered
2168,2265,DPD,2024-07-28,2024-07-29,Click & Collect,Delivered
2169,2266,Royal Mail,2024-08-07,2024-08-09,Next Day,Delivered
2170,2267,Royal Mail,2025-04-26,2025-04-29,Click & Collect,Delayed
2171,2268,Royal Mail,2024-08-06,2024-08-08,Next Day,Delayed
2172,2269,Evri,2024-12-09,2024-12-10,Next Day,Delivered
2173,2270,Royal Mail,2024-04-12,2024-04-14,Click & Collect,Delayed
2174,2271,Evri,2024-06-20,2024-06-21,Click & Collect,In Transit
2175,2272,Royal Mail,2024-06-11,2024-06-12,Standard,Delivered
2176,2275,Evri,2024-12-26,2024-12-30,Click & Collect,Delivered
2177,2276,Royal Mail,2025-12-02,2025-12-03,Click & Collect,Delivered
2178,2277,Yodel,2024-07-15,2024-07-18,Standard,Delivered
2179,2278,Royal Mail,2024-10-12,,Standard,In Transit
2180,2279,Evri,2024-08-31,2024-09-01,Click & Collect,Delivered
2181,2280,DPD,2024-12-14,,Standard,Delivered
2182,2281,DPD,2025-01-14,2025-01-15,Standard,Delayed
2183,2282,Evri,2025-02-20,2025-02-21,Next Day,Delivered
2184,2283,Evri,2025-09-03,2025-09-06,Click & Collect,Delivered
2185,2284,DPD,2025-02-28,2025-03-02,Standard,In Transit
2186,2285,Yodel,2024-04-12,2024-04-14,Click & Collect,Delayed
2187,2286,Yodel,2025-02-15,,Next Day,Delivered
2188,2287,DPD,2025-01-23,2025-01-24,Standard,Delivered
2189,2288,Yodel,2025-10-17,,Standard,Delivered
2190,2290,Royal Mail,2024-12-19,2024-12-20,Click & Collect,Delivered
2191,2291,Royal Mail,2024-11-10,2024-11-11,Standard,Delivered
2192,2292,DPD,2025-02-08,2025-02-10,Standard,Delivered
2193,2293,Yodel,2025-07-07,2025-07-11,Next Day,Delayed
2194,2294,Royal Mail,2025-12-13,2025-12-16,Standard,In Transit
2195,2295,Evri,2024-09-13,2024-09-14,Standard,Delivered
2196,2296,Yodel,2025-07-04,2025-07-06,Standard,Delivered
2197,2297,Yodel,2024-08-17,,Standard,Delivered
2198,2298,Evri,2024-12-16,2024-12-18,Standard,Delayed
2199,2299,Evri,2024-01-06,2024-01-09,Standard,Delivered
2200,2301,DPD,2024-12-15,2024-12-16,Next Day,In Transit
2201,2302,Yodel,2025-05-01,,Click & Collect,Delivered
2202,2303,Evri,2024-12-31,2025-01-05,Standard,In Transit
2203,2304,Evri,2024-09-26,2024-09-27,Next Day,Delivered
2204,2305,Evri,2025-10-28,2025-11-01,Next Day,In Transit
2205,2306,Yodel,2024-01-18,,Next Day,Delivered
2206,2307,DPD,2025-12-09,2025-12-11,Click & Collect,Delivered
2207,2308,DPD,2024-11-12,2024-11-16,Click & Collect,Delivered
2208,2309,Royal Mail,2025-04-24,2025-04-26,Next Day,Delivered
2209,2310,Evri,2025-04-30,2025-05-01,Click & Collect,Delivered
2210,2312,Evri,2025-05-22,2025-05-25,Standard,Delivered
2211,2313,Yodel,2025-10-24,2025-10-25,Click & Collect,Delivered
2212,2314,DPD,2024-05-10,2024-05-11,Next Day,Delivered
2213,2315,Evri,2024-11-11,2024-11-15,Standard,Delivered
2214,2317,Royal Mail,2024-03-26,2024-03-29,Standard,Delivered
2215,2318,Royal Mail,2025-08-20,2025-08-21,Standard,Delivered
2216,2319,Yodel,2025-07-09,2025-07-13,Next Day,Delivered
2217,2320,Yodel,2024-12-21,2024-12-22,Next Day,Delivered
2218,2321,DPD,2025-02-27,,Next Day,In Transit
2219,2322,Yodel,2024-01-18,2024-01-19,Standard,Delivered
2220,2323,Evri,2025-06-27,2025-06-28,Next Day,Delayed
2221,2324,Yodel,2025-09-01,2025-09-02,Next Day,Delivered
2222,2325,DPD,2025-05-27,2025-05-29,Click & Collect,In Transit
2223,2326,Yodel,2025-10-30,2025-10-31,Next Day,Delivered
2224,2327,Royal Mail,2024-07-06,2024-07-09,Next Day,In Transit
2225,2328,Evri,2024-05-22,2024-05-23,Click & Collect,Delivered
2226,2329,Evri,2025-07-27,2025-07-28,Next Day,Delivered
2227,2330,Yodel,2025-12-23,2025-12-24,Next Day,In Transit
2228,2331,Yodel,2024-01-12,2024-01-13,Next Day,Delivered
2229,2332,Yodel,2024-03-26,2024-03-27,Standard,Delivered
2230,2333,Evri,2025-03-09,2025-03-10,Standard,Delayed
2231,2334,DPD,2024-06-07,2024-06-09,Next Day,In Transit
2232,2335,Evri,2025-09-05,2025-09-06,Next Day,In Transit
2233,2336,DPD,2024-06-18,2024-06-23,Click & Collect,Delivered
2234,2338,Evri,2024-01-09,2024-01-10,Standard,Delivered
2235,2339,Evri,2025-03-17,2025-03-20,Click & Collect,Delivered
2236,2341,Yodel,2024-05-23,2024-05-25,Standard,Delivered
2237,2342,Yodel,2024-05-27,2024-05-29,Click & Collect,Delivered
2238,2343,DPD,2024-09-15,2024-09-18,Click & Collect,Delayed
2239,2344,Evri,2025-02-16,2025-02-17,Click & Collect,Delivered
2240,2345,Evri,2025-12-20,,Standard,Delayed
2241,2346,Yodel,2025-12-06,2025-12-10,Standard,Delivered
2242,2348,Royal Mail,2024-10-28,2024-10-29,Standard,Delivered
2243,2349,DPD,2024-05-13,2024-05-14,Standard,In Transit
2244,2350,Evri,2025-07-31,2025-08-01,Next Day,Delivered
2245,2351,DPD,2024-12-22,2024-12-25,Click & Collect,In Transit
2246,2352,DPD,2024-09-17,2024-09-18,Click & Collect,Delivered
2247,2353,DPD,2024-11-14,2024-11-15,Next Day,Delivered
2248,2354,Evri,2025-10-09,,Standard,Delivered
2249,2355,Yodel,2024-03-18,,Standard,Delivered
2250,2356,Yodel,2025-03-14,2025-03-15,Standard,Delivered
2251,2357,Royal Mail,2024-05-19,2024-05-20,Click & Collect,Delivered
2252,2358,Evri,2024-04-29,2024-04-30,Next Day,Delivered
2253,2359,Yodel,2025-06-01,,Next Day,Delivered
2254,2360,Royal Mail,2025-10-03,2025-10-05,Click & Collect,Delivered
2255,2362,Evri,2024-05-23,2024-05-24,Next Day,Lost
2256,2363,Yodel,2025-05-28,2025-05-31,Click & Collect,Delivered
2257,2365,DPD,2024-12-10,2024-12-11,Standard,Delayed
2258,2366,DPD,2024-08-10,2024-08-11,Click & Collect,Delivered
2259,2367,DPD,2025-06-23,2025-06-24,Next Day,Delivered
2260,2368,DPD,2024-09-26,2024-09-27,Click & Collect,Delivered
2261,2369,Yodel,2025-06-21,2025-06-22,Standard,Delivered
2262,2370,DPD,2025-12-04,2025-12-05,Standard,Delivered
2263,2371,DPD,2025-05-31,2025-06-02,Click & Collect,Delivered
2264,2372,Yodel,2025-12-05,2025-12-09,Next Day,Delivered
2265,2373,Royal Mail,2025-02-24,2025-02-27,Click & Collect,Delivered
2266,2374,DPD,2025-03-27,2025-03-28,Next Day,Delivered
2267,2375,Yodel,2025-11-27,2025-11-29,Next Day,Delivered
2268,2376,Royal Mail,2025-07-27,2025-08-01,Next Day,Delivered
2269,2377,Royal Mail,2024-05-26,2024-05-27,Click & Collect,Delivered
2270,2378,Royal Mail,2025-01-03,2025-01-05,Next Day,Delivered
2271,2379,Yodel,2025-11-13,2025-11-14,Standard,Delivered
2272,2380,Yodel,2024-07-17,2024-07-19,Next Day,Delivered
2273,2381,Evri,2024-02-10,2024-02-11,Next Day,Delivered
